3.048070000000000000e+05,2.013940445522166556e-07
3.146380000000000000e+05,1.571646521369984839e-06
2.741660000000000000e+05,3.689758386826724745e-06
3.084750000000000000e+05,7.634688699909020215e-06
3.182540000000000000e+05,7.771330274408683181e-06
2.941410000000000000e+05,1.225116284331306815e-05
1.713620000000000000e+05,1.544623410154599696e-05
6.908400000000000000e+04,1.553097717987839133e-05
3.038500000000000000e+05,1.561330827826168388e-05
3.147720000000000000e+05,1.987077666854020208e-05
3.059350000000000000e+05,3.321976691950112581e-05
3.135710000000000000e+05,3.461490632616914809e-05
3.176380000000000000e+05,4.892926517641171813e-05
3.147580000000000000e+05,5.929516555625014007e-05
1.608950000000000000e+05,7.526930858148261905e-05
3.005090000000000000e+05,7.653440843569114804e-05
3.161460000000000000e+05,7.712580554652959108e-05
3.133000000000000000e+05,8.113427611533552408e-05
3.098470000000000000e+05,8.873078331816941500e-05
3.168830000000000000e+05,9.169655095320194960e-05
2.876360000000000000e+05,9.924655751092359424e-05
2.743170000000000000e+05,1.018557813949882984e-04
3.065880000000000000e+05,1.239613629877567291e-04
3.147210000000000000e+05,1.244529994437471032e-04
3.062800000000000000e+05,1.258827396668493748e-04
3.170920000000000000e+05,1.270008942810818553e-04
3.143740000000000000e+05,1.332463289145380259e-04
3.075510000000000000e+05,1.684842864051461220e-04
3.115630000000000000e+05,1.723327877698466182e-04
3.027470000000000000e+05,1.897512556752189994e-04
3.044840000000000000e+05,1.997005601879209280e-04
3.039010000000000000e+05,2.138469571946188807e-04
2.999940000000000000e+05,2.250832185382023454e-04
3.035520000000000000e+05,2.285624505020678043e-04
2.454980000000000000e+05,2.416234347037971020e-04
3.158820000000000000e+05,2.447521837893873453e-04
2.524560000000000000e+05,2.685373765416443348e-04
3.135760000000000000e+05,2.871255273930728436e-04
3.159570000000000000e+05,3.064139164052903652e-04
2.351900000000000000e+05,3.095424617640674114e-04
3.067890000000000000e+05,3.334557986818253994e-04
3.170870000000000000e+05,3.660810471046715975e-04
3.078850000000000000e+05,4.698888806160539389e-04
3.184260000000000000e+05,4.814890853594988585e-04
3.155310000000000000e+05,4.820167378056794405e-04
3.147340000000000000e+05,4.878003674093633890e-04
3.144280000000000000e+05,4.898239858448505402e-04
3.073270000000000000e+05,4.962446982972323895e-04
2.810820000000000000e+05,5.052553606219589710e-04
3.144240000000000000e+05,5.418359651230275631e-04
2.441530000000000000e+05,5.858397344127297401e-04
2.997250000000000000e+05,6.075403071008622646e-04
3.144860000000000000e+05,6.276309140957891941e-04
3.182750000000000000e+05,6.392014911398291588e-04
2.648650000000000000e+05,6.759024108760058880e-04
3.191230000000000000e+05,7.310232031159102917e-04
3.144960000000000000e+05,8.088944596238434315e-04
3.133340000000000000e+05,8.579509449191391468e-04
2.757200000000000000e+05,8.730256813578307629e-04
